MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
23.11.2020 21:15 - 23.11.2020 21:30,45.96,EUR,
23.11.2020 21:30 - 23.11.2020 21:45,36.4,EUR,
23.11.2020 21:45 - 23.11.2020 22:00,26.09,EUR,
23.11.2020 22:00 - 23.11.2020 22:15,51.62,EUR,
23.11.2020 22:15 - 23.11.2020 22:30,47.19,EUR,
23.11.2020 22:30 - 23.11.2020 22:45,35.25,EUR,
23.11.2020 22:45 - 23.11.2020 23:00,19.11,EUR,
23.11.2020 23:00 - 23.11.2020 23:15,49.4,EUR,
23.11.2020 23:15 - 23.11.2020 23:30,39.45,EUR,
23.11.2020 23:30 - 23.11.2020 23:45,33.12,EUR,
23.11.2020 23:45 - 24.11.2020 00:00,16.83,EUR,
24.11.2020 00:00 - 24.11.2020 00:15,47.41,EUR,
24.11.2020 00:15 - 24.11.2020 00:30,39.1,EUR,
24.11.2020 00:30 - 24.11.2020 00:45,29.77,EUR,
24.11.2020 00:45 - 24.11.2020 01:00,23.71,EUR,
24.11.2020 01:00 - 24.11.2020 01:15,40.66,EUR,
24.11.2020 01:15 - 24.11.2020 01:30,35.45,EUR,
24.11.2020 01:30 - 24.11.2020 01:45,31.84,EUR,
24.11.2020 01:45 - 24.11.2020 02:00,27.65,EUR,
24.11.2020 02:00 - 24.11.2020 02:15,33.98,EUR,
24.11.2020 02:15 - 24.11.2020 02:30,31.85,EUR,
24.11.2020 02:30 - 24.11.2020 02:45,32.66,EUR,
24.11.2020 02:45 - 24.11.2020 03:00,32.92,EUR,
24.11.2020 03:00 - 24.11.2020 03:15,29.38,EUR,
24.11.2020 03:15 - 24.11.2020 03:30,29.25,EUR,
24.11.2020 03:30 - 24.11.2020 03:45,32.58,EUR,
24.11.2020 03:45 - 24.11.2020 04:00,36.41,EUR,
24.11.2020 04:00 - 24.11.2020 04:15,23.23,EUR,
24.11.2020 04:15 - 24.11.2020 04:30,27.92,EUR,
24.11.2020 04:30 - 24.11.2020 04:45,38.2,EUR,
24.11.2020 04:45 - 24.11.2020 05:00,40.56,EUR,
24.11.2020 05:00 - 24.11.2020 05:15,20.3,EUR,
24.11.2020 05:15 - 24.11.2020 05:30,31.78,EUR,
24.11.2020 05:30 - 24.11.2020 05:45,38.22,EUR,
24.11.2020 05:45 - 24.11.2020 06:00,50.26,EUR,
24.11.2020 06:00 - 24.11.2020 06:15,14.15,EUR,
24.11.2020 06:15 - 24.11.2020 06:30,40.98,EUR,
24.11.2020 06:30 - 24.11.2020 06:45,53.53,EUR,
24.11.2020 06:45 - 24.11.2020 07:00,67.87,EUR,
24.11.2020 07:00 - 24.11.2020 07:15,38.93,EUR,
24.11.2020 07:15 - 24.11.2020 07:30,49.55,EUR,
24.11.2020 07:30 - 24.11.2020 07:45,56.17,EUR,
24.11.2020 07:45 - 24.11.2020 08:00,60.69,EUR,
24.11.2020 08:00 - 24.11.2020 08:15,57.22,EUR,
24.11.2020 08:15 - 24.11.2020 08:30,57.56,EUR,
24.11.2020 08:30 - 24.11.2020 08:45,54.93,EUR,
24.11.2020 08:45 - 24.11.2020 09:00,45.16,EUR,
24.11.2020 09:00 - 24.11.2020 09:15,54.53,EUR,
24.11.2020 09:15 - 24.11.2020 09:30,49.93,EUR,
24.11.2020 09:30 - 24.11.2020 09:45,48.15,EUR,
24.11.2020 09:45 - 24.11.2020 10:00,42,EUR,
24.11.2020 10:00 - 24.11.2020 10:15,50.57,EUR,
24.11.2020 10:15 - 24.11.2020 10:30,46.48,EUR,
24.11.2020 10:30 - 24.11.2020 10:45,46.65,EUR,
24.11.2020 10:45 - 24.11.2020 11:00,41.5,EUR,
24.11.2020 11:00 - 24.11.2020 11:15,44.41,EUR,
24.11.2020 11:15 - 24.11.2020 11:30,45.7,EUR,
24.11.2020 11:30 - 24.11.2020 11:45,45.37,EUR,
24.11.2020 11:45 - 24.11.2020 12:00,44.38,EUR,
24.11.2020 12:00 - 24.11.2020 12:15,45.21,EUR,
24.11.2020 12:15 - 24.11.2020 12:30,42.64,EUR,
24.11.2020 12:30 - 24.11.2020 12:45,44.57,EUR,
24.11.2020 12:45 - 24.11.2020 13:00,47.41,EUR,
24.11.2020 13:00 - 24.11.2020 13:15,43,EUR,
24.11.2020 13:15 - 24.11.2020 13:30,44.5,EUR,
24.11.2020 13:30 - 24.11.2020 13:45,45.88,EUR,
24.11.2020 13:45 - 24.11.2020 14:00,45.8,EUR,
24.11.2020 14:00 - 24.11.2020 14:15,36.54,EUR,
24.11.2020 14:15 - 24.11.2020 14:30,44.72,EUR,
24.11.2020 14:30 - 24.11.2020 14:45,49.96,EUR,
24.11.2020 14:45 - 24.11.2020 15:00,54.74,EUR,
24.11.2020 15:00 - 24.11.2020 15:15,40.6,EUR,
24.11.2020 15:15 - 24.11.2020 15:30,48.99,EUR,
24.11.2020 15:30 - 24.11.2020 15:45,51.55,EUR,
24.11.2020 15:45 - 24.11.2020 16:00,51.78,EUR,
24.11.2020 16:00 - 24.11.2020 16:15,46.95,EUR,
24.11.2020 16:15 - 24.11.2020 16:30,47.65,EUR,
24.11.2020 16:30 - 24.11.2020 16:45,50.85,EUR,
24.11.2020 16:45 - 24.11.2020 17:00,55.92,EUR,
24.11.2020 17:00 - 24.11.2020 17:15,51.46,EUR,
24.11.2020 17:15 - 24.11.2020 17:30,55.52,EUR,
24.11.2020 17:30 - 24.11.2020 17:45,57.74,EUR,
24.11.2020 17:45 - 24.11.2020 18:00,58.96,EUR,
24.11.2020 18:00 - 24.11.2020 18:15,65.4,EUR,
24.11.2020 18:15 - 24.11.2020 18:30,54.74,EUR,
24.11.2020 18:30 - 24.11.2020 18:45,53.52,EUR,
24.11.2020 18:45 - 24.11.2020 19:00,51.76,EUR,
24.11.2020 19:00 - 24.11.2020 19:15,64.13,EUR,
24.11.2020 19:15 - 24.11.2020 19:30,53.28,EUR,
24.11.2020 19:30 - 24.11.2020 19:45,47.85,EUR,
24.11.2020 19:45 - 24.11.2020 20:00,42.5,EUR,
24.11.2020 20:00 - 24.11.2020 20:15,64.83,EUR,
24.11.2020 20:15 - 24.11.2020 20:30,50.62,EUR,
24.11.2020 20:30 - 24.11.2020 20:45,41.08,EUR,
24.11.2020 20:45 - 24.11.2020 21:00,31.21,EUR,
24.11.2020 21:00 - 24.11.2020 21:15,52.81,EUR,
24.11.2020 21:15 - 24.11.2020 21:30,43.83,EUR,
24.11.2020 21:30 - 24.11.2020 21:45,37.19,EUR,
24.11.2020 21:45 - 24.11.2020 22:00,24.12,EUR,
24.11.2020 22:00 - 24.11.2020 22:15,50.05,EUR,
24.11.2020 22:15 - 24.11.2020 22:30,43.86,EUR,
24.11.2020 22:30 - 24.11.2020 22:45,33.56,EUR,
24.11.2020 22:45 - 24.11.2020 23:00,24.67,EUR,
24.11.2020 23:00 - 24.11.2020 23:15,47.16,EUR,
24.11.2020 23:15 - 24.11.2020 23:30,39.93,EUR,
24.11.2020 23:30 - 24.11.2020 23:45,34.87,EUR,
24.11.2020 23:45 - 25.11.2020 00:00,21.79,EUR,
25.11.2020 00:00 - 25.11.2020 00:15,43.24,EUR,
25.11.2020 00:15 - 25.11.2020 00:30,37.89,EUR,
25.11.2020 00:30 - 25.11.2020 00:45,32.83,EUR,
25.11.2020 00:45 - 25.11.2020 01:00,26.08,EUR,
25.11.2020 01:00 - 25.11.2020 01:15,38.23,EUR,
25.11.2020 01:15 - 25.11.2020 01:30,36.02,EUR,
25.11.2020 01:30 - 25.11.2020 01:45,32.81,EUR,
25.11.2020 01:45 - 25.11.2020 02:00,30.89,EUR,
25.11.2020 02:00 - 25.11.2020 02:15,32.7,EUR,
25.11.2020 02:15 - 25.11.2020 02:30,31.98,EUR,
25.11.2020 02:30 - 25.11.2020 02:45,34.71,EUR,
25.11.2020 02:45 - 25.11.2020 03:00,38.56,EUR,
25.11.2020 03:00 - 25.11.2020 03:15,26.6,EUR,
25.11.2020 03:15 - 25.11.2020 03:30,32.07,EUR,
25.11.2020 03:30 - 25.11.2020 03:45,36.73,EUR,
25.11.2020 03:45 - 25.11.2020 04:00,39.97,EUR,
25.11.2020 04:00 - 25.11.2020 04:15,24.14,EUR,
25.11.2020 04:15 - 25.11.2020 04:30,31.65,EUR,
25.11.2020 04:30 - 25.11.2020 04:45,38.82,EUR,
25.11.2020 04:45 - 25.11.2020 05:00,44.63,EUR,
25.11.2020 05:00 - 25.11.2020 05:15,27.1,EUR,
25.11.2020 05:15 - 25.11.2020 05:30,33.32,EUR,
25.11.2020 05:30 - 25.11.2020 05:45,41.4,EUR,
25.11.2020 05:45 - 25.11.2020 06:00,46.23,EUR,
25.11.2020 06:00 - 25.11.2020 06:15,21.07,EUR,
25.11.2020 06:15 - 25.11.2020 06:30,37.49,EUR,
25.11.2020 06:30 - 25.11.2020 06:45,54.06,EUR,
25.11.2020 06:45 - 25.11.2020 07:00,62.98,EUR,
25.11.2020 07:00 - 25.11.2020 07:15,40.51,EUR,
25.11.2020 07:15 - 25.11.2020 07:30,50.38,EUR,
25.11.2020 07:30 - 25.11.2020 07:45,58.79,EUR,
25.11.2020 07:45 - 25.11.2020 08:00,58.32,EUR,
25.11.2020 08:00 - 25.11.2020 08:15,57.64,EUR,
25.11.2020 08:15 - 25.11.2020 08:30,59.78,EUR,
25.11.2020 08:30 - 25.11.2020 08:45,57.1,EUR,
25.11.2020 08:45 - 25.11.2020 09:00,50.97,EUR,
25.11.2020 09:00 - 25.11.2020 09:15,58.78,EUR,
25.11.2020 09:15 - 25.11.2020 09:30,53.52,EUR,
25.11.2020 09:30 - 25.11.2020 09:45,49,EUR,
25.11.2020 09:45 - 25.11.2020 10:00,45.26,EUR,
25.11.2020 10:00 - 25.11.2020 10:15,56.12,EUR,
25.11.2020 10:15 - 25.11.2020 10:30,48.86,EUR,
25.11.2020 10:30 - 25.11.2020 10:45,48.13,EUR,
25.11.2020 10:45 - 25.11.2020 11:00,43.76,EUR,
25.11.2020 11:00 - 25.11.2020 11:15,49.98,EUR,
25.11.2020 11:15 - 25.11.2020 11:30,49.82,EUR,
25.11.2020 11:30 - 25.11.2020 11:45,47.55,EUR,
25.11.2020 11:45 - 25.11.2020 12:00,44.8,EUR,
25.11.2020 12:00 - 25.11.2020 12:15,48.18,EUR,
25.11.2020 12:15 - 25.11.2020 12:30,43.27,EUR,
25.11.2020 12:30 - 25.11.2020 12:45,46.15,EUR,
25.11.2020 12:45 - 25.11.2020 13:00,50.18,EUR,
25.11.2020 13:00 - 25.11.2020 13:15,44.01,EUR,
25.11.2020 13:15 - 25.11.2020 13:30,47.24,EUR,
25.11.2020 13:30 - 25.11.2020 13:45,49.31,EUR,
25.11.2020 13:45 - 25.11.2020 14:00,49.15,EUR,
25.11.2020 14:00 - 25.11.2020 14:15,35.88,EUR,
25.11.2020 14:15 - 25.11.2020 14:30,45.02,EUR,
25.11.2020 14:30 - 25.11.2020 14:45,52.98,EUR,
25.11.2020 14:45 - 25.11.2020 15:00,63.61,EUR,
25.11.2020 15:00 - 25.11.2020 15:15,42,EUR,
25.11.2020 15:15 - 25.11.2020 15:30,49.73,EUR,
25.11.2020 15:30 - 25.11.2020 15:45,53.08,EUR,
25.11.2020 15:45 - 25.11.2020 16:00,59.05,EUR,
25.11.2020 16:00 - 25.11.2020 16:15,48.6,EUR,
25.11.2020 16:15 - 25.11.2020 16:30,49.19,EUR,
25.11.2020 16:30 - 25.11.2020 16:45,53.67,EUR,
25.11.2020 16:45 - 25.11.2020 17:00,58.83,EUR,
25.11.2020 17:00 - 25.11.2020 17:15,56.15,EUR,
25.11.2020 17:15 - 25.11.2020 17:30,60.81,EUR,
25.11.2020 17:30 - 25.11.2020 17:45,62.43,EUR,
25.11.2020 17:45 - 25.11.2020 18:00,63.17,EUR,
25.11.2020 18:00 - 25.11.2020 18:15,64.67,EUR,
25.11.2020 18:15 - 25.11.2020 18:30,56.95,EUR,
25.11.2020 18:30 - 25.11.2020 18:45,57.28,EUR,
25.11.2020 18:45 - 25.11.2020 19:00,58.2,EUR,
25.11.2020 19:00 - 25.11.2020 19:15,65.04,EUR,
25.11.2020 19:15 - 25.11.2020 19:30,51.47,EUR,
25.11.2020 19:30 - 25.11.2020 19:45,48.38,EUR,
25.11.2020 19:45 - 25.11.2020 20:00,47.11,EUR,
25.11.2020 20:00 - 25.11.2020 20:15,63.58,EUR,
25.11.2020 20:15 - 25.11.2020 20:30,53.06,EUR,
25.11.2020 20:30 - 25.11.2020 20:45,43.47,EUR,
25.11.2020 20:45 - 25.11.2020 21:00,32.14,EUR,
25.11.2020 21:00 - 25.11.2020 21:15,53.53,EUR,
25.11.2020 21:15 - 25.11.2020 21:30,48.82,EUR,
25.11.2020 21:30 - 25.11.2020 21:45,39.66,EUR,
25.11.2020 21:45 - 25.11.2020 22:00,28.75,EUR,
25.11.2020 22:00 - 25.11.2020 22:15,52.93,EUR,
25.11.2020 22:15 - 25.11.2020 22:30,47.1,EUR,
25.11.2020 22:30 - 25.11.2020 22:45,37.05,EUR,
25.11.2020 22:45 - 25.11.2020 23:00,26.93,EUR,
25.11.2020 23:00 - 25.11.2020 23:15,48.69,EUR,
25.11.2020 23:15 - 25.11.2020 23:30,41.3,EUR,
25.11.2020 23:30 - 25.11.2020 23:45,35.99,EUR,
25.11.2020 23:45 - 26.11.2020 00:00,24.43,EUR,
26.11.2020 00:00 - 26.11.2020 00:15,46.34,EUR,
26.11.2020 00:15 - 26.11.2020 00:30,41.58,EUR,
26.11.2020 00:30 - 26.11.2020 00:45,33.61,EUR,
26.11.2020 00:45 - 26.11.2020 01:00,27.66,EUR,
26.11.2020 01:00 - 26.11.2020 01:15,41.8,EUR,
26.11.2020 01:15 - 26.11.2020 01:30,38.74,EUR,
26.11.2020 01:30 - 26.11.2020 01:45,34.3,EUR,
26.11.2020 01:45 - 26.11.2020 02:00,30.64,EUR,
26.11.2020 02:00 - 26.11.2020 02:15,33.3,EUR,
26.11.2020 02:15 - 26.11.2020 02:30,33.03,EUR,
26.11.2020 02:30 - 26.11.2020 02:45,36.27,EUR,
26.11.2020 02:45 - 26.11.2020 03:00,38.61,EUR,
26.11.2020 03:00 - 26.11.2020 03:15,30.48,EUR,
26.11.2020 03:15 - 26.11.2020 03:30,31.49,EUR,
26.11.2020 03:30 - 26.11.2020 03:45,36.46,EUR,
26.11.2020 03:45 - 26.11.2020 04:00,41.16,EUR,
26.11.2020 04:00 - 26.11.2020 04:15,26.47,EUR,
26.11.2020 04:15 - 26.11.2020 04:30,30.04,EUR,
26.11.2020 04:30 - 26.11.2020 04:45,39.54,EUR,
26.11.2020 04:45 - 26.11.2020 05:00,44.76,EUR,
26.11.2020 05:00 - 26.11.2020 05:15,29.2,EUR,
26.11.2020 05:15 - 26.11.2020 05:30,34.57,EUR,
26.11.2020 05:30 - 26.11.2020 05:45,42.58,EUR,
26.11.2020 05:45 - 26.11.2020 06:00,47.96,EUR,
26.11.2020 06:00 - 26.11.2020 06:15,24.73,EUR,
26.11.2020 06:15 - 26.11.2020 06:30,42.21,EUR,
26.11.2020 06:30 - 26.11.2020 06:45,55.47,EUR,
26.11.2020 06:45 - 26.11.2020 07:00,68.16,EUR,
26.11.2020 07:00 - 26.11.2020 07:15,47.54,EUR,
26.11.2020 07:15 - 26.11.2020 07:30,57.3,EUR,
26.11.2020 07:30 - 26.11.2020 07:45,65.07,EUR,
26.11.2020 07:45 - 26.11.2020 08:00,70.33,EUR,
26.11.2020 08:00 - 26.11.2020 08:15,63.77,EUR,
26.11.2020 08:15 - 26.11.2020 08:30,62.67,EUR,
26.11.2020 08:30 - 26.11.2020 08:45,61.43,EUR,
26.11.2020 08:45 - 26.11.2020 09:00,56.65,EUR,
26.11.2020 09:00 - 26.11.2020 09:15,64.83,EUR,
26.11.2020 09:15 - 26.11.2020 09:30,59.03,EUR,
26.11.2020 09:30 - 26.11.2020 09:45,57.26,EUR,
26.11.2020 09:45 - 26.11.2020 10:00,55.37,EUR,
26.11.2020 10:00 - 26.11.2020 10:15,60.91,EUR,
26.11.2020 10:15 - 26.11.2020 10:30,55.74,EUR,
26.11.2020 10:30 - 26.11.2020 10:45,55.32,EUR,
26.11.2020 10:45 - 26.11.2020 11:00,54.38,EUR,
26.11.2020 11:00 - 26.11.2020 11:15,55.66,EUR,
26.11.2020 11:15 - 26.11.2020 11:30,54.53,EUR,
26.11.2020 11:30 - 26.11.2020 11:45,55.4,EUR,
26.11.2020 11:45 - 26.11.2020 12:00,54.51,EUR,
26.11.2020 12:00 - 26.11.2020 12:15,54.08,EUR,
26.11.2020 12:15 - 26.11.2020 12:30,49.56,EUR,
26.11.2020 12:30 - 26.11.2020 12:45,54.06,EUR,
26.11.2020 12:45 - 26.11.2020 13:00,55.74,EUR,
26.11.2020 13:00 - 26.11.2020 13:15,53.12,EUR,
26.11.2020 13:15 - 26.11.2020 13:30,51.62,EUR,
26.11.2020 13:30 - 26.11.2020 13:45,53.15,EUR,
26.11.2020 13:45 - 26.11.2020 14:00,52.7,EUR,
26.11.2020 14:00 - 26.11.2020 14:15,40.91,EUR,
26.11.2020 14:15 - 26.11.2020 14:30,52.73,EUR,
26.11.2020 14:30 - 26.11.2020 14:45,58.04,EUR,
26.11.2020 14:45 - 26.11.2020 15:00,63.45,EUR,
26.11.2020 15:00 - 26.11.2020 15:15,54.62,EUR,
26.11.2020 15:15 - 26.11.2020 15:30,56.67,EUR,
26.11.2020 15:30 - 26.11.2020 15:45,59.67,EUR,
26.11.2020 15:45 - 26.11.2020 16:00,62.9,EUR,
26.11.2020 16:00 - 26.11.2020 16:15,60,EUR,
26.11.2020 16:15 - 26.11.2020 16:30,61.61,EUR,
26.11.2020 16:30 - 26.11.2020 16:45,67.87,EUR,
26.11.2020 16:45 - 26.11.2020 17:00,75.9,EUR,
26.11.2020 17:00 - 26.11.2020 17:15,75.55,EUR,
26.11.2020 17:15 - 26.11.2020 17:30,79.9,EUR,
26.11.2020 17:30 - 26.11.2020 17:45,87.9,EUR,
26.11.2020 17:45 - 26.11.2020 18:00,83.18,EUR,
26.11.2020 18:00 - 26.11.2020 18:15,83.55,EUR,
26.11.2020 18:15 - 26.11.2020 18:30,73.3,EUR,
26.11.2020 18:30 - 26.11.2020 18:45,76.7,EUR,
26.11.2020 18:45 - 26.11.2020 19:00,78.42,EUR,
26.11.2020 19:00 - 26.11.2020 19:15,80.07,EUR,
26.11.2020 19:15 - 26.11.2020 19:30,70.93,EUR,
26.11.2020 19:30 - 26.11.2020 19:45,68.43,EUR,
26.11.2020 19:45 - 26.11.2020 20:00,62.59,EUR,
26.11.2020 20:00 - 26.11.2020 20:15,79.71,EUR,
26.11.2020 20:15 - 26.11.2020 20:30,66.23,EUR,
26.11.2020 20:30 - 26.11.2020 20:45,53.59,EUR,
26.11.2020 20:45 - 26.11.2020 21:00,44.63,EUR,
26.11.2020 21:00 - 26.11.2020 21:15,61.4,EUR,
26.11.2020 21:15 - 26.11.2020 21:30,56.29,EUR,
26.11.2020 21:30 - 26.11.2020 21:45,49.85,EUR,
26.11.2020 21:45 - 26.11.2020 22:00,42.3,EUR,
26.11.2020 22:00 - 26.11.2020 22:15,61.34,EUR,
26.11.2020 22:15 - 26.11.2020 22:30,54.44,EUR,
26.11.2020 22:30 - 26.11.2020 22:45,47.58,EUR,
26.11.2020 22:45 - 26.11.2020 23:00,36.08,EUR,
26.11.2020 23:00 - 26.11.2020 23:15,57.85,EUR,
26.11.2020 23:15 - 26.11.2020 23:30,49.13,EUR,
26.11.2020 23:30 - 26.11.2020 23:45,44.89,EUR,
26.11.2020 23:45 - 27.11.2020 00:00,33.47,EUR,
27.11.2020 00:00 - 27.11.2020 00:15,52.37,EUR,
27.11.2020 00:15 - 27.11.2020 00:30,48.8,EUR,
27.11.2020 00:30 - 27.11.2020 00:45,42.43,EUR,
27.11.2020 00:45 - 27.11.2020 01:00,35.5,EUR,
27.11.2020 01:00 - 27.11.2020 01:15,48.52,EUR,
27.11.2020 01:15 - 27.11.2020 01:30,44.55,EUR,
27.11.2020 01:30 - 27.11.2020 01:45,41.98,EUR,
27.11.2020 01:45 - 27.11.2020 02:00,38.23,EUR,
27.11.2020 02:00 - 27.11.2020 02:15,41.46,EUR,
27.11.2020 02:15 - 27.11.2020 02:30,38.52,EUR,
27.11.2020 02:30 - 27.11.2020 02:45,42.82,EUR,
27.11.2020 02:45 - 27.11.2020 03:00,44.29,EUR,
27.11.2020 03:00 - 27.11.2020 03:15,36.95,EUR,
27.11.2020 03:15 - 27.11.2020 03:30,39.62,EUR,
27.11.2020 03:30 - 27.11.2020 03:45,42.63,EUR,
27.11.2020 03:45 - 27.11.2020 04:00,45.93,EUR,
27.11.2020 04:00 - 27.11.2020 04:15,35.39,EUR,
27.11.2020 04:15 - 27.11.2020 04:30,40.25,EUR,
27.11.2020 04:30 - 27.11.2020 04:45,44.9,EUR,
27.11.2020 04:45 - 27.11.2020 05:00,48.52,EUR,
27.11.2020 05:00 - 27.11.2020 05:15,36.37,EUR,
27.11.2020 05:15 - 27.11.2020 05:30,40.3,EUR,
27.11.2020 05:30 - 27.11.2020 05:45,48.74,EUR,
27.11.2020 05:45 - 27.11.2020 06:00,54.12,EUR,
27.11.2020 06:00 - 27.11.2020 06:15,27.24,EUR,
27.11.2020 06:15 - 27.11.2020 06:30,47.61,EUR,
27.11.2020 06:30 - 27.11.2020 06:45,62.04,EUR,
27.11.2020 06:45 - 27.11.2020 07:00,84.19,EUR,
27.11.2020 07:00 - 27.11.2020 07:15,56.86,EUR,
27.11.2020 07:15 - 27.11.2020 07:30,76.4,EUR,
27.11.2020 07:30 - 27.11.2020 07:45,82.78,EUR,
27.11.2020 07:45 - 27.11.2020 08:00,84.08,EUR,
27.11.2020 08:00 - 27.11.2020 08:15,91.25,EUR,
27.11.2020 08:15 - 27.11.2020 08:30,89.97,EUR,
27.11.2020 08:30 - 27.11.2020 08:45,86.82,EUR,
27.11.2020 08:45 - 27.11.2020 09:00,78.3,EUR,
27.11.2020 09:00 - 27.11.2020 09:15,86.09,EUR,
27.11.2020 09:15 - 27.11.2020 09:30,81.38,EUR,
27.11.2020 09:30 - 27.11.2020 09:45,78.98,EUR,
27.11.2020 09:45 - 27.11.2020 10:00,71.8,EUR,
27.11.2020 10:00 - 27.11.2020 10:15,73.45,EUR,
27.11.2020 10:15 - 27.11.2020 10:30,70.88,EUR,
27.11.2020 10:30 - 27.11.2020 10:45,68.6,EUR,
27.11.2020 10:45 - 27.11.2020 11:00,63.3,EUR,
27.11.2020 11:00 - 27.11.2020 11:15,67.25,EUR,
27.11.2020 11:15 - 27.11.2020 11:30,69.76,EUR,
27.11.2020 11:30 - 27.11.2020 11:45,65.59,EUR,
27.11.2020 11:45 - 27.11.2020 12:00,63,EUR,
27.11.2020 12:00 - 27.11.2020 12:15,64.45,EUR,
27.11.2020 12:15 - 27.11.2020 12:30,63.25,EUR,
27.11.2020 12:30 - 27.11.2020 12:45,65.8,EUR,
27.11.2020 12:45 - 27.11.2020 13:00,62.4,EUR,
27.11.2020 13:00 - 27.11.2020 13:15,58.38,EUR,
27.11.2020 13:15 - 27.11.2020 13:30,61.83,EUR,
27.11.2020 13:30 - 27.11.2020 13:45,64.45,EUR,
27.11.2020 13:45 - 27.11.2020 14:00,62.2,EUR,
27.11.2020 14:00 - 27.11.2020 14:15,56.6,EUR,
27.11.2020 14:15 - 27.11.2020 14:30,61.49,EUR,
27.11.2020 14:30 - 27.11.2020 14:45,68.19,EUR,
27.11.2020 14:45 - 27.11.2020 15:00,70.3,EUR,
27.11.2020 15:00 - 27.11.2020 15:15,57.46,EUR,
27.11.2020 15:15 - 27.11.2020 15:30,65.4,EUR,
27.11.2020 15:30 - 27.11.2020 15:45,75.21,EUR,
27.11.2020 15:45 - 27.11.2020 16:00,75.56,EUR,
27.11.2020 16:00 - 27.11.2020 16:15,66.22,EUR,
27.11.2020 16:15 - 27.11.2020 16:30,71.23,EUR,
27.11.2020 16:30 - 27.11.2020 16:45,77.19,EUR,
27.11.2020 16:45 - 27.11.2020 17:00,92.21,EUR,
27.11.2020 17:00 - 27.11.2020 17:15,89,EUR,
27.11.2020 17:15 - 27.11.2020 17:30,85.2,EUR,
27.11.2020 17:30 - 27.11.2020 17:45,94.62,EUR,
27.11.2020 17:45 - 27.11.2020 18:00,95.39,EUR,
27.11.2020 18:00 - 27.11.2020 18:15,95.91,EUR,
27.11.2020 18:15 - 27.11.2020 18:30,81.02,EUR,
27.11.2020 18:30 - 27.11.2020 18:45,65.67,EUR,
27.11.2020 18:45 - 27.11.2020 19:00,77.65,EUR,
27.11.2020 19:00 - 27.11.2020 19:15,83.82,EUR,
27.11.2020 19:15 - 27.11.2020 19:30,69.75,EUR,
27.11.2020 19:30 - 27.11.2020 19:45,59.2,EUR,
27.11.2020 19:45 - 27.11.2020 20:00,57.17,EUR,
27.11.2020 20:00 - 27.11.2020 20:15,77.8,EUR,
27.11.2020 20:15 - 27.11.2020 20:30,62.82,EUR,
27.11.2020 20:30 - 27.11.2020 20:45,54.05,EUR,
27.11.2020 20:45 - 27.11.2020 21:00,43.97,EUR,
27.11.2020 21:00 - 27.11.2020 21:15,64.02,EUR,
27.11.2020 21:15 - 27.11.2020 21:30,55.84,EUR,
27.11.2020 21:30 - 27.11.2020 21:45,49.13,EUR,
27.11.2020 21:45 - 27.11.2020 22:00,35.93,EUR,
27.11.2020 22:00 - 27.11.2020 22:15,62.78,EUR,
27.11.2020 22:15 - 27.11.2020 22:30,54.4,EUR,
27.11.2020 22:30 - 27.11.2020 22:45,45.03,EUR,
27.11.2020 22:45 - 27.11.2020 23:00,32.99,EUR,
27.11.2020 23:00 - 27.11.2020 23:15,60.1,EUR,
27.11.2020 23:15 - 27.11.2020 23:30,52.74,EUR,
27.11.2020 23:30 - 27.11.2020 23:45,43,EUR,
27.11.2020 23:45 - 28.11.2020 00:00,29.98,EUR,
28.11.2020 00:00 - 28.11.2020 00:15,56.18,EUR,
28.11.2020 00:15 - 28.11.2020 00:30,47.35,EUR,
28.11.2020 00:30 - 28.11.2020 00:45,42.58,EUR,
28.11.2020 00:45 - 28.11.2020 01:00,33.99,EUR,
28.11.2020 01:00 - 28.11.2020 01:15,47.33,EUR,
28.11.2020 01:15 - 28.11.2020 01:30,44.32,EUR,
28.11.2020 01:30 - 28.11.2020 01:45,38.99,EUR,
28.11.2020 01:45 - 28.11.2020 02:00,38.37,EUR,
28.11.2020 02:00 - 28.11.2020 02:15,43.27,EUR,
28.11.2020 02:15 - 28.11.2020 02:30,38.52,EUR,
28.11.2020 02:30 - 28.11.2020 02:45,40.27,EUR,
28.11.2020 02:45 - 28.11.2020 03:00,39.19,EUR,
28.11.2020 03:00 - 28.11.2020 03:15,38.99,EUR,
28.11.2020 03:15 - 28.11.2020 03:30,38.3,EUR,
28.11.2020 03:30 - 28.11.2020 03:45,39.04,EUR,
28.11.2020 03:45 - 28.11.2020 04:00,42.55,EUR,
28.11.2020 04:00 - 28.11.2020 04:15,33.73,EUR,
28.11.2020 04:15 - 28.11.2020 04:30,36.66,EUR,
28.11.2020 04:30 - 28.11.2020 04:45,40.78,EUR,
28.11.2020 04:45 - 28.11.2020 05:00,43.07,EUR,
28.11.2020 05:00 - 28.11.2020 05:15,35.32,EUR,
28.11.2020 05:15 - 28.11.2020 05:30,36.93,EUR,
28.11.2020 05:30 - 28.11.2020 05:45,38.44,EUR,
28.11.2020 05:45 - 28.11.2020 06:00,43.58,EUR,
28.11.2020 06:00 - 28.11.2020 06:15,29.1,EUR,
28.11.2020 06:15 - 28.11.2020 06:30,33.75,EUR,
28.11.2020 06:30 - 28.11.2020 06:45,46.37,EUR,
28.11.2020 06:45 - 28.11.2020 07:00,53.42,EUR,
